acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gir_x,gir_y,gir_z,displacement_speed,label
3087,7640,-12304,-1467,542,-518,-418,-290,914,000.0,Standing-Resting
3221,6941,-12210,-1174,965,-264,327,430,-124,000.0,Standing-Resting
3070,6861,-12662,-1037,1077,-205,-35,-176,1123,000.0,Standing-Resting
3381,6670,-12061,-1375,711,-437,243,-498,109,000.0,Standing-Resting
3560,6897,-12803,-1196,929,-329,-319,-2761,1407,000.0,Standing-Resting
4979,6772,-11958,-431,1322,2,217,-14,-159,000.0,Standing-Resting
4990,6730,-11964,-526,1300,-43,139,72,-330,000.0,Standing-Resting
4195,6482,-12124,-583,1282,-65,798,13,-574,000.0,Standing-Resting
-4192,6909,-14534,-907,-1088,-873,110,456,423,000.0,Grazing
-2789,5861,-11121,-965,-1100,-851,-4059,3762,-913,000.0,Grazing
-7756,3883,-15150,-1011,-1024,-895,-5673,-2621,-8063,000.0,Grazing
-4532,6892,-10897,-1481,-956,-565,-5693,-1039,-2854,000.0,Grazing
-813,3278,-12323,-1563,-862,-550,1852,-2471,69,000.0,Grazing
-3248,4605,-11806,-1725,-652,-415,346,-1433,2511,000.0,Grazing
-2229,4308,-12669,-1746,-505,-456,294,-817,-3299,000.0,Grazing
-5575,5817,-12949,-1698,-694,-430,-1228,1097,-973,000.0,Grazing
-2548,5239,-12919,-1406,768,-256,-1120,-1965,-99,000.0,Grazing
1959,3482,-9534,-1646,499,54,1591,3174,2975,000.0,Grazing
-1804,9308,-13029,-1656,420,-200,-486,-6447,-2030,000.0,Grazing
-9148,4124,-13779,-1785,153,-109,-1894,-5544,-5398,000.0,Grazing
-6181,2587,-14640,-1652,490,-66,434,119,1809,000.0,Grazing
-1220,3962,-16448,-1766,-485,-387,2002,1490,-2129,000.0,Grazing
-5647,6840,-9526,-1127,-1107,-755,-3965,-77,-2649,000.0,Grazing
-1790,4169,-13898,-790,-1076,-915,192,-609,504,000.0,Grazing
-4736,4604,-15901,-1309,-925,-783,-4288,8595,-707,000.0,Grazing
-10210,6173,-15730,-1681,412,-42,2644,-3710,-771,000.0,Grazing
-4944,4725,-10332,-1460,740,197,-251,-1201,4614,000.0,Grazing
2633,7251,-10563,-591,1280,103,194,-143,318,000.0,Lying-Resting
2375,7633,-10322,-860,1188,3,-1219,1588,-1366,000.0,Lying-Resting
2298,8473,-11773,-1180,1002,-76,-127,-90,38,000.0,Lying-Resting
1578,9586,-11049,-1240,972,13,-1858,-95,-561,000.0,Lying-Resting
6365,6651,-11022,-837,1174,-203,1294,-2012,203,000.0,Lying-Resting
2759,6712,-12155,-946,1136,-143,451,-554,69,000.0,Lying-Resting
-1016,5732,-13208,-1050,1100,-76,-328,-201,-50,000.0,Lying-Resting
-2472,10975,-9672,-1179,974,396,-461,-505,-612,000.0,Lying-Resting
5284,7145,-11620,-631,1266,-54,-15,105,591,000.0,Lying-Resting
5787,7283,-11443,-533,1294,4,435,-236,-238,000.0,Lying-Resting
616,-1735,-13116,950,-5,-315,963,3765,-2545,000.0,Lying-Resting
-3870,-1520,-12679,783,-321,-562,-1347,-4459,-1134,000.0,Lying-Resting
423,2891,-14086,801,588,-378,-599,860,-53,000.0,Lying-Resting
4190,6981,-12290,-1027,1062,-272,1064,-629,-2971,000.0,Lying-Resting
4070,8535,-10968,-1206,920,-348,1798,1436,-2011,000.0,Lying-Resting
5574,6237,-11698,-1098,947,-455,-199,-57,3392,000.0,Lying-Resting
6016,5859,-12107,-628,1243,-200,-250,-84,66,000.0,Lying-Resting
7633,5850,-11305,-476,1293,-165,187,270,-370,000.0,Lying-Resting
7526,5601,-11410,-474,1280,-166,-34,-21,-251,000.0,Lying-Resting
7490,5629,-11425,-478,1284,-168,159,-46,32,000.0,Lying-Resting
7413,5765,-11328,-483,1288,-171,94,-105,49,000.0,Lying-Resting
2720,6499,-12711,-786,1206,-155,-306,-54,127,000.0,Lying-Resting
3133,6276,-12669,-761,1211,-132,251,-11,3,000.0,Lying-Resting
3240,6274,-12683,-763,1212,-139,118,-61,-77,000.0,Lying-Resting
2321,8974,-11321,-755,1246,161,137,35,-26,000.0,Lying-Resting
4648,-1645,-13494,982,-2,266,3233,-13486,-8356,000.0,Lying-Resting
8769,5746,-10925,-390,1307,-87,471,-854,-818,000.0,Lying-Resting
8227,6109,-10923,-387,1308,-114,20,368,-277,000.0,Lying-Resting
3363,7801,-11783,-783,1220,-16,150,-13,-29,000.0,Lying-Resting
5421,8814,-11318,-1416,219,-847,415,873,-718,000.0,Standing-Resting
4585,7467,-11844,-1329,705,-523,258,195,-418,000.0,Standing-Resting
4510,7255,-12029,-1350,696,-512,250,-214,574,000.0,Standing-Resting
4232,7264,-11988,-1318,757,-466,91,-107,146,000.0,Standing-Resting
4124,7358,-11846,-1301,793,-433,207,-93,95,000.0,Standing-Resting
4357,7509,-11543,-1305,813,-410,329,349,-157,000.0,Standing-Resting
4671,7566,-12010,-1299,792,-414,203,195,258,000.0,Standing-Resting
1591,6776,-14150,-1199,944,-268,-1296,-8,-255,000.0,Standing-Resting
4217,6858,-12169,-1186,922,-364,214,62,-114,000.0,Standing-Resting
4400,6885,-11952,-1133,973,-331,189,-205,-27,000.0,Standing-Resting
4572,7164,-11834,-1171,952,-313,599,-250,-17,000.0,Standing-Resting
3633,5491,-12943,-964,1097,-292,198,-112,-48,000.0,Standing-Resting
3708,5597,-12884,-950,1116,-283,23,104,-227,000.0,Standing-Resting
3720,5382,-12861,-944,1105,-286,-6,61,-3,000.0,Standing-Resting
3533,5675,-12708,-887,1132,-268,176,-149,604,000.0,Standing-Resting
-4086,5201,-12695,-1798,-250,-362,1082,138,-1357,000.0,Grazing
-5883,5073,-12658,-1802,-264,-336,-1173,-3838,-228,000.0,Grazing
-3590,4388,-13385,-1763,209,-234,1129,140,972,000.0,Grazing
-1142,4293,-13666,696,-298,-660,184,-1,-69,000.0,Lying-Resting
-1046,3928,-13791,706,-313,-647,233,-12,-76,000.0,Lying-Resting
-880,2859,-14030,708,-367,-617,388,111,10,000.0,Lying-Resting
2663,4975,-13973,886,-177,-441,994,2400,-1252,000.0,Lying-Resting
6172,6953,-10430,1015,91,78,380,-3915,-179,000.0,Lying-Resting
-945,4078,-13759,788,-144,-611,199,15,-24,000.0,Lying-Resting
2705,7042,-13642,798,-124,-601,-2188,2997,1537,000.0,Lying-Resting
3227,7175,-12055,971,257,-178,132,185,110,000.0,Lying-Resting
-4427,6949,-12187,-1354,-819,-836,4507,-4698,3016,000.0,Grazing
-5052,3416,-13215,-1164,-1054,-789,4306,1334,1163,000.0,Grazing
-8904,7995,-14893,-1766,-466,-419,-2331,-5333,-5019,000.0,Grazing
-2324,3488,-11535,-1806,-432,-297,2104,1160,291,000.0,Grazing
-3820,8501,-14404,-1603,-732,-602,-1834,-1313,-3106,000.0,Grazing
-4965,4994,-11663,-1825,-190,-264,703,1162,600,000.0,Grazing
-3367,5698,-15687,-1802,-423,-336,4261,56,-2429,000.0,Grazing
-292,3090,-13539,-1619,356,-412,1506,3772,-863,000.0,Grazing
-1802,2956,-13767,-1571,-910,-555,-696,1407,-63,000.0,Grazing
-1301,609,-14236,-1523,-1011,-549,173,225,64,000.0,Grazing
-3191,6040,-13343,-559,-1054,-984,-530,-162,-1695,000.0,Grazing
-3156,4553,-13016,-1574,-787,-597,-886,2098,-4145,000.0,Grazing
1661,-3810,-11568,-902,-1002,-959,1673,933,3142,000.0,Grazing
-2919,8116,-11125,562,-49,-895,1291,1394,-713,002.1,Grazing
-3393,3857,-12275,549,-85,-910,2815,289,1639,000.0,Grazing
-4395,5833,-17700,-39,-612,-1137,-2172,1070,-3846,000.0,Grazing
-7788,9027,-11944,3,-461,-1159,-324,3134,3045,000.0,Grazing
-6448,5505,-12822,41,-681,-1063,576,-5817,-2248,000.0,Grazing
-6646,2483,-16419,187,-510,-1063,8567,-5522,9636,000.0,Grazing
-4397,5833,-11963,37,-648,-1082,-1431,1912,-1677,000.0,Grazing
-5003,4360,-12716,221,-476,-1062,1677,-437,1245,000.0,Grazing
-4846,5349,-16330,-1016,-1028,-910,1958,1079,1177,000.0,Grazing
2315,8604,-14419,-1197,-986,-838,2554,2085,9124,000.0,Grazing
-1505,4564,-11439,-643,-963,-1047,-3192,-11338,-4687,000.0,Grazing
-7063,4958,-13912,222,-505,-1054,7295,-4731,390,000.0,Grazing
-3218,5791,-14406,163,-824,-926,2617,-4566,4270,000.0,Grazing
-5797,6389,-15466,548,820,-536,-1451,-4194,-1946,000.0,Grazing
2948,4466,-9792,294,1136,-309,-1579,5894,-1903,000.0,Grazing
-3894,4335,-11588,480,1004,-360,4702,-981,-2332,000.0,Grazing
1610,8530,-12776,872,61,-502,-5152,5535,175,002.7,Walking
2627,6788,-14858,858,-138,-505,-8061,6647,5353,002.8,Walking
1198,5478,-14411,943,-226,-218,-1085,3956,-3341,002.0,Walking
-403,7134,-11389,914,275,-330,645,877,-208,000.0,Grazing
4072,4358,-13250,449,-724,-736,-94,-3654,2147,000.0,Grazing
3747,7440,-14054,-1255,892,-259,-528,-5268,-1478,003.5,Walking
3352,4448,-11120,-737,1200,-223,324,-10886,-201,003.4,Walking
1130,7710,-14731,-1056,1071,-27,2959,11183,197,003.1,Walking
4054,5610,-12867,-808,1154,-253,1903,-11841,3295,003.6,Walking
3065,5895,-14978,-937,1110,-189,-1241,-3910,-1752,003.4,Walking
5583,5348,-13293,-797,1173,-184,3611,-9940,4157,003.5,Walking
-1314,5643,-15574,-349,1313,-6,1887,-4483,-5248,003.3,Walking
1398,6974,-12853,-807,1203,-4,408,6766,1657,003.2,Walking
3880,8712,-11015,-921,1098,-330,-6067,2816,2343,002.9,Walking
5770,8271,-12050,140,1263,-79,-2339,-2820,5443,002.8,Walking
6489,8378,-13735,985,502,-195,2863,-333,-5598,000.0,Walking
4142,3728,-13377,-1379,470,-699,261,-35,-140,000.0,Standing-Resting
3208,4534,-13608,-1475,-276,-876,629,-325,-36,000.0,Standing-Resting
3929,4806,-13058,-1477,-100,-855,161,-124,54,000.0,Standing-Resting
3856,4644,-13146,-1480,-78,-844,133,140,39,000.0,Standing-Resting
4022,5250,-12788,-1410,-360,-916,611,352,-804,000.0,Standing-Resting
3620,4138,-13235,-1453,-312,-886,-106,-394,324,000.0,Standing-Resting
993,4869,-12194,-1541,476,-448,44,-1958,4436,000.0,Standing-Resting
1743,5288,-13010,-1446,623,-451,752,-223,-466,000.0,Standing-Resting
996,404,-17328,132,1235,-32,-5682,-6837,17977,000.0,Standing-Resting
3797,4191,-13640,-1317,632,-622,720,-34,-825,000.0,Standing-Resting
3975,4326,-13163,-1358,575,-635,-64,-112,-254,000.0,Standing-Resting
3856,3765,-13534,-1465,-299,-881,349,-125,-5,000.0,Standing-Resting
3862,3999,-13319,-1488,-197,-861,215,-13,93,000.0,Standing-Resting
4018,3871,-13240,-1481,-174,-869,142,106,7,000.0,Standing-Resting
4138,3961,-13314,-1473,-146,-870,220,6,-80,000.0,Standing-Resting
4119,3999,-13227,-1479,-134,-868,102,-26,-36,000.0,Standing-Resting
4159,4029,-13209,-1482,-36,-848,42,81,15,000.0,Standing-Resting
4304,4094,-13260,-1472,-26,-849,93,-29,-136,000.0,Standing-Resting
4234,4001,-13179,-1477,-14,-847,261,63,-1,000.0,Standing-Resting
4202,4126,-13260,-1471,25,-843,201,24,-88,000.0,Standing-Resting
4201,3884,-13200,-1474,23,-847,110,151,94,000.0,Standing-Resting
4247,4017,-13119,-1473,81,-825,203,-26,-97,000.0,Standing-Resting
-7731,5604,-12183,-1801,-1,-213,-2211,3916,783,000.0,Grazing
-1826,471,-11681,-1575,554,-127,2054,461,3564,000.0,Grazing
2181,4981,-9803,-1741,-497,-414,-3335,5334,80,000.0,Grazing
-3245,6106,-13521,-1571,-621,-683,1077,-1757,2652,000.0,Grazing
-8139,5283,-9858,-34,1201,-390,-5323,315,-1646,000.0,Grazing
1292,1670,-11447,-611,1260,22,-1813,-2524,5167,002.0,Grazing
-8364,4417,-11579,-1662,289,-387,-2827,-2679,-109,000.0,Grazing
-801,5179,-14111,-1359,839,-60,3722,-79,1112,001.6,Grazing
-5530,-1507,-14096,-1747,193,-139,2040,-6426,2735,000.0,Grazing
-542,6052,-11307,-1146,1025,-32,2512,3445,-1432,000.0,Grazing
148,4847,-11569,-1163,1013,8,1508,-6041,2787,000.0,Grazing
-6923,4024,-14003,-1799,-20,-123,5672,-8145,9547,000.0,Grazing
-5183,7491,-13246,-1457,714,-48,-4447,-2196,-5555,000.0,Grazing
-3488,8788,-8513,-1813,-309,-195,-4302,-1335,-418,000.0,Grazing
-5541,8644,-14477,-1721,-498,-433,-2902,-1330,-4808,000.0,Grazing
-3596,10865,-12426,-1482,697,-5,-1193,-776,-2863,000.0,Grazing
-1297,5390,-11532,-1828,-146,-115,3885,-1409,9608,000.0,Grazing
-10514,5885,-14706,-1830,-201,-48,423,6168,-289,000.0,Grazing
-6536,8968,-10561,-1304,883,175,-4252,-5618,-7634,000.0,Grazing
-3672,6192,-13410,-1518,633,21,4149,4409,5035,000.0,Grazing
-2093,5649,-15785,-644,1231,-213,4732,-5120,5067,000.0,Grazing
-10662,7022,-15146,-941,1127,99,-510,-1154,-1032,000.0,Grazing
2367,-1679,-3888,-1474,688,121,-808,1911,5759,000.0,Grazing
-5209,5203,-12130,-1480,656,-296,2069,-2387,-349,000.0,Grazing
-11498,6830,-15417,-600,1299,61,2105,2395,-325,000.0,Grazing
-8191,7886,-10896,-1668,409,242,3995,-186,-1190,000.0,Grazing
1686,8460,-9602,111,1277,-65,3373,-1588,2576,001.6,Grazing
-233,-916,-13757,710,381,-614,495,697,11,000.0,Grazing
-3609,3864,-15472,742,-105,-597,-2653,-2192,-4023,000.0,Grazing
1712,3780,-13070,809,459,-427,5791,-6098,2012,000.0,Grazing
-3469,6278,-13325,196,-578,-902,1193,2996,186,000.0,Grazing
-2912,3339,-12922,351,-423,-878,-1757,2245,-7223,000.0,Grazing
-4330,1594,-13925,587,410,-776,5110,-456,3239,000.0,Grazing
-5885,13876,-12911,630,632,-621,6863,-2044,8595,000.0,Grazing
213,6220,-15126,-954,-837,-936,-480,803,-929,000.0,Grazing
2625,7789,-13125,-1145,-692,-919,915,2090,-1634,000.0,Grazing
-3525,7987,-12081,47,-827,-851,-3268,610,-1247,000.0,Grazing
-1580,5882,-12101,27,-821,-866,-1680,3010,-4171,000.0,Grazing
-4141,6391,-13437,-1767,-137,-327,2588,2259,1127,000.0,Grazing
-916,5901,-14229,181,-635,-917,-2297,4528,-1833,001.5,Grazing
2703,6707,-16131,404,-750,-653,-1318,-5337,-2374,003.0,Walking
2328,10026,-9983,288,-876,-641,-3172,4211,1258,003.0,Walking
4755,5268,-12897,354,-608,-815,-1737,-1175,1026,003.1,Walking
1079,5657,-13095,262,-671,-837,3513,792,-1017,002.7,Walking
487,4394,-11656,63,-853,-840,-56,461,-1137,002.8,Walking
3341,9896,-12752,151,-784,-848,-2215,5549,-1882,002.9,Walking
3340,9166,-10576,496,-593,-694,2126,3827,-2017,002.5,Walking
2054,6326,-13314,170,-574,-971,6118,5126,-3843,002.8,Walking
-2102,5282,-15292,160,-664,-918,-1349,910,-3852,002.9,Grazing
-566,8816,-11133,131,-740,-888,2848,-1015,728,002.5,Grazing
-3074,4805,-11576,-249,-860,-957,-2678,1166,2989,001.9,Grazing
-5587,7709,-13063,-249,-600,-1102,-204,1369,-3678,000.0,Grazing
-6554,2112,-17596,141,-609,-963,1849,2038,-173,000.0,Grazing
1511,-535,-12716,-140,-803,-980,8006,-1410,6269,000.0,Grazing
-1019,6069,-14668,-308,-747,-1052,1338,-2206,-2329,000.0,Grazing
-2024,6468,-9838,-239,-792,-995,-2715,8032,-3146,000.0,Grazing
-7295,3007,-16869,609,14,-814,3349,-5383,9709,000.0,Grazing
-3087,5782,-11669,763,-126,-608,3371,-3946,1141,002.0,Grazing
-4093,6035,-11528,-41,-696,-998,-2149,-851,-8030,001.8,Grazing
-3169,3792,-8314,30,-664,-986,-1787,-5922,1991,000.0,Grazing
-14676,9767,-19541,-19,-603,-1036,-1645,2374,-8873,000.0,Grazing
513,6403,-13916,149,-817,-856,-390,2347,1770,000.0,Grazing
-15696,6345,-19379,-46,-971,-827,2069,-4779,1016,000.0,Grazing
-7810,3407,-17351,355,-620,-827,610,-6129,-979,000.0,Grazing
-186,7866,-14754,-110,-738,-1011,1823,-2485,2069,000.0,Grazing
-10014,2268,-13307,193,-420,-1028,-3389,-6386,-1704,000.0,Grazing
-2613,4024,-8386,234,-466,-991,116,3544,-584,000.0,Grazing
3395,-467,-9204,-790,-932,-947,8618,-2785,-2512,000.0,Grazing
-5893,7273,-19611,-760,-973,-924,3597,-7379,1789,000.0,Grazing
-7184,6279,-11799,-824,-971,-902,3700,-204,-867,000.0,Grazing
-3816,3865,-12282,-502,-1051,-861,-1949,4688,995,000.0,Grazing
-1029,1070,-12717,22,-833,-893,4552,-2327,-610,000.0,Grazing
-10,4366,-10143,-376,-977,-943,6323,-9442,3216,000.0,Grazing
2214,5751,-10798,-181,-982,-875,-958,4005,-8726,000.0,Grazing
3139,10129,-10903,290,-789,-781,1321,2188,-1107,001.8,Walking
5330,6545,-11808,263,-768,-823,3816,-155,3251,002.3,Walking
2406,10643,-12456,159,-650,-958,4997,6383,-1185,002.0,Walking
3673,8734,-13646,-170,-760,-1031,6502,7124,-5482,001.7,Walking
-449,7485,-13387,-951,-604,-1090,4887,1958,6820,002.3,Walking
3227,6151,-10468,-1179,-561,-994,-1771,-4453,-3035,002.8,Walking
1278,4912,-9838,-904,-657,-1078,-242,3577,-2623,003.5,Walking
2457,7786,-15148,-778,-743,-1076,5252,9048,3071,003.2,Walking
3287,9937,-14251,-1058,-1011,-807,-5793,7284,5486,003.3,Walking
-3398,8634,-14831,-743,-995,-924,-702,10962,-743,003.5,Grazing
-2936,9149,-12040,-263,-852,-1003,5771,3091,3137,002.8,Grazing
-4056,4431,-14561,-960,-978,-876,31,-969,771,000.0,Grazing
-4666,786,-17012,-1192,-1042,-677,3763,-4652,2719,000.0,Grazing
1495,4939,-9972,-405,-976,-948,5350,1745,-2019,000.0,Grazing
-5072,4127,-12547,570,129,-843,-1328,63,-704,000.0,Grazing
-660,5785,-13143,-485,-1090,-844,2403,-4619,-1408,000.0,Grazing
-8305,5109,-12745,-1594,-526,-636,-528,2714,-2263,000.0,Grazing
282,12351,-17191,-1280,-741,-867,1752,7719,-2340,000.0,Grazing
-5423,759,-13752,-1787,-361,-298,2340,-5150,-458,000.0,Grazing
-1831,6213,-12943,-1072,-824,-937,-2650,-6708,-2634,000.0,Grazing
-9772,9665,-23678,-327,-752,-1081,4244,7205,-11565,000.0,Grazing
-6716,4603,-10692,-372,-979,-937,-5549,3786,-3625,000.0,Grazing
-7740,4381,-15266,-51,-867,-930,-1831,1754,-1248,000.0,Grazing
1936,8075,-12209,-1512,596,-359,4788,1293,4858,002.6,Grazing
-5056,4446,-19832,-1725,-585,-430,-1781,4372,7330,000.0,Grazing
-6965,4361,-13186,-1570,605,91,1145,-680,4236,000.0,Grazing
-9391,14337,-10572,-1004,-1108,-725,-7703,-2641,-13095,000.0,Grazing
1227,959,-14602,-1715,-494,-422,-7048,2408,-4936,000.0,Grazing
-566,3456,-10835,-1755,-2,-342,5728,-2626,-4997,000.0,Grazing
-11857,6447,-15513,-1773,-5,-293,-495,-9425,3837,000.0,Grazing
393,-298,-10200,-854,-1066,-853,-496,2876,-1278,000.0,Grazing
-1613,7506,-16184,-858,-916,-959,5701,-10803,10096,001.9,Grazing
1400,7703,-12025,433,-704,-714,123,2967,-8446,000.0,Standing-Resting
1940,5541,-14083,552,-630,-633,-2267,-196,3537,000.0,Standing-Resting
1439,4314,-12915,-1247,-788,-835,-58,-4117,7159,000.0,Standing-Resting
1610,6114,-13131,-1126,-822,-903,-313,2962,-5392,000.0,Standing-Resting
2102,7778,-12577,139,-841,-856,-1121,-767,-1879,000.0,Standing-Resting
-6954,5386,-12849,-1143,-965,-743,-54,-247,1635,000.0,Grazing
-9659,7108,-14232,-975,-1149,-647,-5918,-2209,-7343,000.0,Grazing
-11622,5127,-18055,-906,-1025,-829,7444,-2,2502,000.0,Grazing
-5492,3211,-12787,-1619,564,129,-647,1364,-2794,000.0,Grazing
-1296,2889,-11276,-1337,889,-121,900,-4748,2315,000.0,Grazing
-1097,1890,-10322,-1285,958,-19,-151,-6059,-2536,000.0,Grazing
-599,2952,-16523,-1436,749,-217,2839,146,-1280,000.0,Grazing
-1955,5892,-11340,-1229,1000,51,427,-910,-2903,000.0,Grazing
-2745,5551,-10637,-1833,-9,25,-4672,-483,-5566,000.0,Grazing
-5435,5580,-13552,-1719,-546,-438,3715,-435,4577,000.0,Grazing
-3699,7199,-12191,-1732,301,-68,3720,901,8086,000.0,Grazing
-55,4604,-12414,-1536,638,-144,-1899,2624,-2200,000.0,Grazing
-2440,7440,-11967,-1618,-667,-507,3297,2562,2080,000.0,Grazing
-10207,8654,-12830,-68,1336,-32,2083,1821,-5120,000.0,Grazing
-2925,2098,-16211,-472,1291,-197,-5150,5267,5950,000.0,Grazing
-11850,8676,-13383,-88,1334,-8,-3901,1387,-3617,000.0,Grazing
-9568,2924,-16251,-265,1348,54,4250,2139,-3380,000.0,Grazing
-9981,-320,-16928,-298,1312,-188,6889,1672,4816,000.0,Grazing
-2232,3588,-13751,-1099,1055,-140,-572,3037,-1651,000.0,Grazing
-8205,5865,-12367,-1000,1130,127,-848,2597,-692,000.0,Grazing
-9400,10470,-16169,-425,1342,56,6954,-11906,235,000.0,Grazing
-3449,7337,-15038,-815,1226,-7,893,-1739,576,000.0,Grazing
-14902,2139,-16468,-108,1315,-191,2754,-114,2008,000.0,Grazing
-2005,6709,-10708,96,1286,-142,2949,-14,3198,000.0,Grazing
-7000,7149,-9723,111,1256,-219,5056,-4526,4624,000.0,Grazing
626,1212,-17521,-337,1341,-30,2393,3186,-3834,000.0,Grazing
-8258,951,-17050,-485,1291,-174,3586,-4312,-2352,000.0,Grazing
-1719,6135,-9980,-22,1286,-151,3657,3039,2246,000.0,Grazing
-4726,5761,-9437,498,623,-762,-1233,6451,-5628,000.0,Grazing
-13086,3518,-14105,484,555,-805,1025,2623,3353,000.0,Grazing
125,9299,-11326,713,861,-152,-3894,-583,3324,000.0,Grazing
-6864,830,-11664,799,719,-181,552,-1767,-3504,000.0,Grazing
-2114,8521,-13047,-117,-894,-926,-4392,500,-5955,000.0,Grazing
870,8056,-13943,-566,-903,-985,-1546,1945,-1501,000.0,Grazing
170,4156,-14897,-996,-1017,-797,658,-2007,5045,000.0,Grazing
-5313,1675,-15687,588,831,-432,551,-692,4563,000.0,Grazing
-3673,8409,-13156,719,309,-618,-130,795,-2592,000.0,Grazing
-8482,7742,-13712,-995,1131,18,-170,976,-128,000.0,Grazing
-2095,4255,-15641,-562,1302,113,2470,-5800,2724,000.0,Grazing
-1264,4167,-12208,843,611,-234,-1103,-684,-91,000.0,Grazing
-5905,5223,-11695,58,-290,-1102,-4174,4156,-811,000.0,Grazing
-3519,6054,-17612,555,-119,-850,-2216,-3410,-5006,000.0,Grazing
-3505,8461,-11484,564,288,-806,419,5468,3045,000.0,Grazing
-2451,6134,-9193,641,787,-429,128,239,-621,002.3,Grazing
-967,5972,-5704,444,-69,-932,-4423,7671,-1688,000.0,Grazing
2714,6547,-6310,687,-409,-586,-10347,6857,-3566,000.0,Grazing
-961,10734,-14068,755,82,-622,-2924,-170,-4801,000.0,Grazing
1142,4193,-12425,636,-499,-597,-316,355,2109,003.1,Grazing
-7334,6114,-15900,-232,-732,-1054,-4903,6516,1431,001.7,Grazing
-7517,10688,-14983,409,-453,-877,-8735,-364,-10754,000.0,Grazing
-10849,2926,-15299,701,112,-700,4985,-4412,-9460,000.0,Grazing
1053,5813,-10119,595,-620,-574,-1605,471,-4999,003.8,Walking
2856,7659,-15046,531,-646,-662,-5572,3838,5427,002.6,Walking
5255,7058,-11099,659,-501,-597,-6271,-568,-659,003.1,Walking
10,7878,-10064,788,-480,-335,-1971,-3561,3109,003.4,Walking
2162,8678,-12450,722,-365,-583,-4538,6809,5040,003.0,Walking
3971,8321,-12089,786,-159,-583,-2799,-1845,-4707,003.0,Walking
1363,8467,-21414,839,-420,-281,-124,-11699,-2156,003.5,Walking
-684,6308,-13893,648,-566,-535,-3245,6183,1586,003.1,Walking
8594,8356,-10375,467,-637,-729,-172,4376,-590,003.7,Walking
8545,6084,-9915,540,-495,-732,-3637,-5784,890,000.0,Walking
203,8603,-13085,614,-701,-482,-2480,-3404,-4895,003.2,Walking
-580,4979,-12788,669,-611,-466,-2493,4793,-1664,003.0,Walking
1954,8504,-15590,460,-541,-804,7916,12163,-3929,002.9,Grazing
1175,4364,-11893,778,-363,-506,1424,2468,-3058,002.4,Walking
3907,6738,-11642,-122,-859,-971,-1903,-16,2420,000.0,Standing-Resting
-5549,2909,-15969,850,45,-518,4664,-13294,-15885,000.0,Standing-Resting
7489,5208,-11435,998,-17,109,452,830,-1003,000.0,Standing-Resting
2702,6546,-13815,337,-845,-701,-922,389,2171,000.0,Standing-Resting
3554,1161,-12387,-184,-1171,-658,1059,-252,-7048,000.0,Standing-Resting
4935,4651,-12545,287,-954,-624,-182,23,-254,000.0,Standing-Resting
5199,4755,-12551,360,-914,-587,-48,-398,43,000.0,Standing-Resting
5092,4593,-13053,17,-1050,-733,-924,-725,4555,000.0,Standing-Resting
5259,4246,-12762,-268,-1085,-816,56,104,-2,000.0,Standing-Resting
-1735,5260,-16330,255,-762,-835,432,-1355,-4576,000.0,Grazing
2417,6907,-15612,194,-850,-791,2816,-4462,1042,002.4,Walking
4542,5274,-12051,319,-697,-820,2000,2246,1498,002.7,Walking
5944,5659,-19215,141,-912,-785,-1341,-6646,455,002.5,Walking
5209,6271,-11361,-395,-1004,-913,2573,143,1054,001.6,Standing-Resting
5429,5604,-12032,-704,-861,-1014,261,373,-1408,000.0,Standing-Resting
6149,6479,-11116,891,-326,-215,1739,1979,-3870,000.0,Standing-Resting
4708,6226,-12319,210,-886,-751,-1854,-1186,3950,000.0,Standing-Resting
4999,6044,-11929,-20,-946,-847,107,35,-110,000.0,Standing-Resting
6529,6758,-11009,390,-836,-642,314,1077,-1735,000.0,Standing-Resting
6584,7132,-11643,837,-420,-286,-543,-1498,695,000.0,Standing-Resting
4579,7470,-12093,565,-636,-607,463,-1262,1599,000.0,Standing-Resting
4899,6112,-12146,-168,-949,-908,508,169,-599,000.0,Standing-Resting
5662,4901,-12534,-1154,-533,-1012,149,241,-114,000.0,Standing-Resting
-1247,2180,-11034,247,-566,-959,3758,1488,-1717,000.0,Grazing
-3393,1924,-12689,-282,-1138,-767,138,-3400,-51,001.6,Grazing
-1418,1897,-9960,-1819,-134,-132,1111,3058,3641,000.0,Grazing
1838,-1379,-10761,-1441,-900,-594,172,5444,-2278,000.0,Grazing
-1516,6796,-10642,-903,-1114,-780,-1442,3559,-5443,000.0,Grazing
-5302,2200,-11383,-965,-1084,-768,2089,391,5121,000.0,Grazing
-2094,7781,-13403,-1347,-953,-647,-3261,1570,-1370,000.0,Grazing
4415,3457,-8737,-1754,-411,-334,-177,-3551,21,000.0,Grazing
3125,6455,-13015,827,-253,-470,6504,-1824,834,002.3,Walking
1918,2071,-12226,741,-321,-576,1048,2,-334,002.6,Walking
2529,8853,-12754,465,-670,-711,2976,1520,270,002.2,Walking
-7045,10844,-16616,321,-684,-849,-3467,-819,-1145,000.0,Grazing
5119,6422,-12004,-425,-924,-996,52,-800,-88,000.0,Standing-Resting
2710,7218,-12351,220,-749,-870,109,1539,-2365,000.0,Standing-Resting
2240,6860,-12403,354,-697,-795,529,321,-250,000.0,Standing-Resting
