acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gir_x,gir_y,gir_z,displacement_speed,label
-5859,5267,-13689,847,1909,-511,351,-10779,-441,000.0,Grazing
-4094,-845,-13409,605,1136,-701,-389,5787,-150,000.0,Grazing
-5965,6819,-12371,477,2190,-254,5603,-3432,3902,000.0,Grazing
12,915,-17341,915,930,-373,-2461,4931,12803,000.0,Grazing
-2437,6898,-13484,-156,224,-689,-8348,5317,-5446,000.0,Grazing
-7211,9165,-12778,-1343,339,-266,-578,-1881,-7852,000.0,Grazing
-1234,13757,-12577,-408,376,-807,4154,-3521,5393,000.0,Grazing
-1570,6228,-11349,-561,277,-725,-542,-1653,19,000.0,Grazing
-10100,9687,-13729,-1605,1138,286,2777,2967,7203,000.0,Grazing
-3456,5544,-15832,-1491,575,-196,-3244,158,-11076,000.0,Grazing
-10026,5909,-10489,-861,3,-392,503,-3050,2437,000.0,Grazing
-2175,3363,-16114,-1242,307,-379,2892,-5029,2309,000.0,Grazing
-2688,4198,-12283,-1589,1025,53,-1173,-5593,-215,000.0,Grazing
-7709,4538,-15036,-175,109,-574,-6011,-383,9457,000.0,Grazing
-3940,-3665,-14893,-585,127,-610,3618,4047,-4888,000.0,Grazing
-465,6804,-12458,-1493,739,-199,317,3041,-297,000.0,Grazing
-1831,3937,-11745,-1015,231,-511,2297,-3481,1851,000.0,Grazing
-7136,6623,-15069,-623,153,-615,2673,-4467,-3949,000.0,Grazing
-3588,4854,-16846,-1006,2081,308,8640,-8987,7958,000.0,Grazing
-4461,5002,-16222,-895,2154,317,2971,1962,4829,000.0,Grazing
9401,7068,-11427,843,2093,789,1645,371,-1022,000.0,Lying-Resting
9560,7340,-10797,596,2309,718,219,-885,379,000.0,Lying-Resting
9501,7297,-10648,712,2236,730,-117,-257,-46,000.0,Lying-Resting
8878,6428,-11140,714,2230,721,201,-295,245,000.0,Lying-Resting
2587,11292,-11779,407,2416,597,-303,7,-1363,000.0,Lying-Resting
3839,9799,-11756,311,2435,638,11,-616,322,000.0,Lying-Resting
3292,9444,-12137,338,2422,637,679,-1310,858,000.0,Lying-Resting
3806,7983,-12604,382,2419,601,1336,-1721,2540,000.0,Lying-Resting
4751,6318,-12197,1016,1990,390,-469,-5770,8643,000.0,Lying-Resting
5495,1201,-14096,1178,1429,138,1017,398,-743,000.0,Lying-Resting
7745,7188,-11743,682,2277,683,129,-476,402,000.0,Lying-Resting
7774,6699,-11949,650,2288,678,-65,-142,105,000.0,Lying-Resting
7582,7373,-11635,664,2287,666,233,-369,302,000.0,Lying-Resting
7238,7475,-11657,661,2286,666,376,-143,201,000.0,Lying-Resting
7400,7326,-11627,663,2293,664,247,-370,377,000.0,Lying-Resting
6548,7295,-11924,656,2298,669,219,-509,497,000.0,Lying-Resting
7337,7426,-11712,648,2291,682,156,-535,380,000.0,Lying-Resting
7183,7249,-11768,645,2297,670,30,-577,459,000.0,Lying-Resting
7327,7453,-11767,634,2300,671,142,-471,359,000.0,Lying-Resting
7564,7419,-11467,636,2298,673,378,-438,212,000.0,Lying-Resting
7295,7469,-11704,640,2302,675,82,-360,404,000.0,Lying-Resting
7040,7525,-11977,608,2308,689,345,337,278,000.0,Lying-Resting
5739,7775,-11465,611,2299,703,758,-371,-555,000.0,Lying-Resting
6334,6654,-12330,481,2386,608,1080,-391,66,000.0,Lying-Ruminating
6801,7720,-11979,474,2396,580,-1221,-237,497,000.0,Lying-Ruminating
6431,6147,-12483,510,2385,565,-535,10,41,000.0,Lying-Ruminating
6647,8422,-11824,487,2390,581,403,-1067,785,000.0,Lying-Ruminating
6881,8697,-11338,535,2394,581,-899,-90,-198,000.0,Lying-Ruminating
7970,6640,-11910,532,2371,630,314,-650,659,000.0,Lying-Ruminating
7321,7176,-11853,536,2378,647,459,-449,278,000.0,Lying-Ruminating
7727,8318,-10933,525,2367,632,-856,-134,297,000.0,Lying-Ruminating
1941,8398,-9871,306,2471,355,7222,1740,-3783,000.0,Lying-Ruminating
8044,7092,-11515,384,2386,679,-307,-277,305,000.0,Lying-Ruminating
7695,6680,-11816,386,2390,676,-193,-497,527,000.0,Lying-Ruminating
6891,7902,-11692,378,2387,656,288,-474,268,000.0,Lying-Ruminating
7133,7395,-11984,385,2377,658,205,-457,405,000.0,Lying-Ruminating
7160,7610,-11876,390,2391,658,206,-550,220,000.0,Lying-Ruminating
7365,7114,-12200,381,2385,656,-38,-737,630,000.0,Lying-Ruminating
7451,8000,-11461,391,2381,647,132,-123,321,000.0,Lying-Ruminating
7130,6822,-11374,394,2390,654,-44,149,239,000.0,Lying-Ruminating
7464,7781,-11688,384,2383,656,587,-833,808,000.0,Lying-Ruminating
7512,7929,-11484,382,2385,664,-321,-562,687,000.0,Lying-Ruminating
7223,8262,-11535,261,2423,685,218,-813,895,000.0,Lying-Ruminating
7867,8560,-10734,358,2399,657,-93,-201,68,000.0,Lying-Ruminating
7884,7582,-11586,350,2394,686,1499,-717,-22,000.0,Lying-Ruminating
7401,6735,-11831,357,2387,684,593,-541,580,000.0,Lying-Ruminating
7031,7658,-11332,362,2394,679,382,-484,303,000.0,Lying-Ruminating
8080,7747,-11429,345,2397,665,-394,-449,505,000.0,Lying-Ruminating
8505,8931,-10291,183,2415,767,319,644,172,000.0,Lying-Ruminating
7959,6881,-11526,444,2361,687,129,-448,757,000.0,Lying-Ruminating
7629,7346,-11476,447,2363,671,45,-645,335,000.0,Lying-Ruminating
7490,7695,-11515,462,2351,665,138,-604,433,000.0,Lying-Ruminating
12568,6149,-11298,942,1722,918,4996,-6809,-6796,000.0,Lying-Ruminating
6562,7244,-10894,419,2368,677,1238,601,-565,000.0,Lying-Ruminating
7333,9681,-10441,401,2379,658,-1326,-2342,2583,000.0,Lying-Ruminating
7312,7539,-11869,411,2361,676,-69,-916,830,000.0,Lying-Ruminating
6715,8783,-11106,404,2366,690,1919,-369,-634,000.0,Lying-Ruminating
7690,8341,-11198,393,2378,699,-7,-602,382,000.0,Lying-Ruminating
7525,7618,-11414,387,2371,705,287,-239,214,000.0,Lying-Ruminating
7462,8135,-11295,387,2378,706,379,-390,328,000.0,Lying-Ruminating
7928,9159,-10511,389,2374,710,-1139,-457,753,000.0,Lying-Ruminating
6806,7895,-11189,395,2361,727,649,188,-102,000.0,Lying-Ruminating
8231,8303,-10482,414,2364,722,528,-972,455,000.0,Lying-Ruminating
8311,8394,-10745,425,2353,735,873,-617,-23,000.0,Lying-Ruminating
7879,7571,-10969,418,2356,717,701,-506,372,000.0,Lying-Ruminating
8122,8320,-10435,416,2351,730,553,-803,247,000.0,Lying-Ruminating
8481,6828,-10821,432,2348,724,113,-270,132,000.0,Lying-Ruminating
8546,7035,-11054,436,2347,729,40,-232,-50,000.0,Lying-Ruminating
8626,7727,-10614,440,2336,728,371,-261,153,000.0,Lying-Ruminating
8592,6881,-10852,438,2346,734,136,-240,505,000.0,Lying-Ruminating
8780,8563,-10229,423,2344,732,139,-168,277,000.0,Lying-Ruminating
8932,6990,-10931,439,2347,725,106,-358,136,000.0,Lying-Ruminating
8711,6943,-10909,425,2345,735,121,-538,448,000.0,Lying-Ruminating
8794,6719,-11071,424,2342,736,80,-225,337,000.0,Lying-Ruminating
8041,7130,-10799,430,2338,741,983,-597,-31,000.0,Lying-Ruminating
8393,8198,-10532,439,2343,724,460,540,-223,000.0,Lying-Ruminating
8845,7608,-10597,435,2344,734,538,-125,17,000.0,Lying-Ruminating
6985,8397,-11145,324,2379,743,565,-3,-158,000.0,Lying-Ruminating
7501,9678,-11280,324,2384,737,-83,-710,1145,000.0,Lying-Ruminating
7103,9325,-10753,314,2389,738,551,-591,269,000.0,Lying-Ruminating
6895,9251,-11087,313,2394,737,607,-480,633,000.0,Lying-Ruminating
6886,8101,-11031,307,2397,742,-725,-542,424,000.0,Lying-Ruminating
1711,11609,-11694,170,2367,887,-3881,-6660,7400,000.0,Lying-Ruminating
8800,7993,-10286,361,2360,772,-171,-298,397,000.0,Lying-Ruminating
9875,7514,-10486,358,2352,780,-711,-1473,1368,000.0,Lying-Ruminating
8860,7635,-9652,373,2355,776,44,847,-808,000.0,Lying-Ruminating
8614,7435,-10584,375,2354,760,-302,-613,139,000.0,Lying-Ruminating
9031,7846,-10240,372,2362,746,-820,-336,472,000.0,Lying-Ruminating
8372,7106,-10990,390,2360,763,895,-166,157,000.0,Lying-Ruminating
9042,8323,-10307,395,2369,743,-288,-305,451,000.0,Lying-Ruminating
8362,7281,-10778,396,2350,754,456,-491,413,000.0,Lying-Ruminating
9018,8317,-9990,379,2354,761,821,-812,538,000.0,Lying-Ruminating
5174,12317,-8504,304,2439,446,362,3267,-4421,000.0,Lying-Ruminating
8015,8346,-10434,372,2366,767,-45,-321,56,000.0,Lying-Ruminating
8046,8372,-10675,365,2366,753,370,2,154,000.0,Lying-Ruminating
8612,8315,-10532,376,2364,752,202,-247,160,000.0,Lying-Ruminating
8105,7862,-10999,362,2367,753,169,-595,646,000.0,Lying-Ruminating
8242,7640,-10957,377,2376,759,155,-506,434,000.0,Lying-Ruminating
8268,8559,-10289,353,2370,749,-711,-227,491,000.0,Lying-Ruminating
7954,7657,-11094,366,2363,742,67,-410,704,000.0,Lying-Ruminating
8531,8304,-10308,344,2358,775,-67,-346,340,000.0,Lying-Ruminating
8392,8865,-10230,341,2359,786,75,-573,594,000.0,Lying-Ruminating
8513,8568,-10254,337,2360,783,360,-252,128,000.0,Lying-Ruminating
8682,8472,-10160,331,2372,795,278,-527,234,000.0,Lying-Ruminating
9003,5438,-13280,249,2354,908,-862,657,-645,000.0,Lying-Ruminating
7207,8389,-11247,306,2382,749,261,462,24,000.0,Lying-Ruminating
7307,8640,-10858,309,2375,768,278,-522,465,000.0,Lying-Ruminating
7772,9350,-10303,305,2380,766,-84,-650,572,000.0,Lying-Ruminating
6552,9344,-10658,326,2383,718,180,-470,402,000.0,Lying-Ruminating
6230,8696,-11336,332,2385,718,-20,-699,338,000.0,Lying-Ruminating
6779,8651,-11299,340,2382,729,-83,-523,424,000.0,Lying-Ruminating
6974,8753,-11201,352,2380,725,80,-382,349,000.0,Lying-Ruminating
7481,9155,-10787,330,2377,741,154,-399,442,000.0,Lying-Ruminating
7265,8877,-10860,358,2376,724,-236,-301,377,000.0,Lying-Ruminating
7371,9074,-10707,340,2369,753,558,-661,262,000.0,Lying-Ruminating
7380,8694,-11054,344,2372,750,359,-171,389,000.0,Lying-Ruminating
7756,8662,-10676,349,2361,763,1058,-786,106,000.0,Lying-Ruminating
8352,8562,-10509,387,2355,761,-55,-528,505,000.0,Lying-Ruminating
8320,8575,-10353,382,2354,757,375,-756,390,000.0,Lying-Ruminating
8054,9155,-10210,366,2362,762,-9,-432,497,000.0,Lying-Ruminating
8033,8732,-10823,391,2349,748,-208,-936,1093,000.0,Lying-Ruminating
2984,5092,-14727,343,2435,318,-1050,-2344,-1903,000.0,Lying-Ruminating
6590,8574,-11120,332,2392,702,5,-463,183,000.0,Lying-Ruminating
6542,8158,-11513,330,2395,705,208,-352,372,000.0,Lying-Ruminating
6685,8407,-11208,341,2385,714,-28,-428,211,000.0,Lying-Ruminating
6820,8463,-11252,340,2394,706,128,22,-110,000.0,Lying-Ruminating
6494,7941,-11362,348,2385,713,-25,-162,181,000.0,Lying-Ruminating
6381,7850,-11552,339,2383,707,360,-95,151,000.0,Lying-Ruminating
6869,8081,-11242,337,2383,706,391,-743,343,000.0,Lying-Ruminating
5875,9050,-11423,315,2395,704,518,-200,52,000.0,Lying-Ruminating
6454,9640,-10868,274,2408,713,309,135,-178,000.0,Lying-Ruminating
6953,9174,-10901,276,2398,731,447,104,293,000.0,Lying-Ruminating
7806,8078,-10927,262,2390,773,58,-511,837,000.0,Lying-Ruminating
7095,9104,-10803,413,2338,750,855,-431,-49,000.0,Lying-Ruminating
7285,9222,-10812,412,2350,745,214,-319,306,000.0,Lying-Ruminating
6993,7995,-11103,425,2334,754,675,-245,223,000.0,Lying-Ruminating
7246,7613,-11728,428,2348,761,42,-320,524,000.0,Lying-Ruminating
7345,7667,-11356,421,2336,754,663,-324,280,000.0,Lying-Ruminating
6565,8910,-11290,551,2276,690,-526,-413,615,000.0,Lying-Ruminating
8966,7707,-9706,492,2331,678,-1124,-1369,2633,000.0,Lying-Ruminating
6739,8532,-11707,486,2318,709,-392,-378,23,000.0,Lying-Ruminating
-6064,10363,-13050,-570,2344,608,-526,-2092,-3150,000.0,Grazing
-6576,8096,-11529,-695,2312,538,-200,-1694,125,000.0,Grazing
-8418,7916,-11415,-904,2201,331,-4330,-4597,42,000.0,Grazing
-124,6769,-13429,-1523,957,-70,-68,-4052,-1084,000.0,Grazing
-1156,7748,-13304,-764,2260,535,844,5198,1887,000.0,Grazing
-11092,1852,-20689,-904,2160,508,-4060,2963,-4068,000.0,Grazing
-3219,5314,-10368,-866,2167,645,4900,-2572,3800,000.0,Grazing
4,5770,-13902,-1162,1622,-342,-2310,2619,-2535,000.0,Grazing
-1163,2867,-11873,-1435,544,-685,9588,5552,-20364,000.0,Grazing
-321,7379,-11935,-913,346,-412,-1093,3508,3957,000.0,Grazing
-12256,16011,-14900,-1471,871,-172,-6543,2739,-16897,000.0,Grazing
1576,5924,-13293,240,576,-526,1422,524,1617,002.0,Grazing
-4366,5708,-15010,-575,395,-558,1830,-963,-1956,000.0,Grazing
81,6502,-10347,295,650,-543,2378,2906,3109,000.0,Grazing
-6007,3849,-15383,-704,403,-483,4555,-5631,-650,000.0,Grazing
-1512,12566,-11779,-178,477,-536,-5182,2086,-2077,000.0,Grazing
-5030,7170,-13832,-188,478,-539,1998,-4839,-720,000.0,Grazing
488,9442,-13974,920,2079,-86,448,6431,3407,000.0,Grazing
-9715,6028,-16286,682,729,-432,-578,-6573,-5207,000.0,Grazing
-3810,8185,-10590,495,919,-633,2848,-1387,-1115,000.0,Grazing
-1702,7373,-14556,338,650,-601,1074,3186,5374,000.0,Grazing
-283,4702,-13311,-207,262,-548,2829,2415,2544,000.0,Grazing
-653,5466,-12313,607,688,-442,1522,4314,-138,000.0,Grazing
-902,8035,-16429,579,667,-453,-599,3773,-2032,000.0,Grazing
607,7280,-11283,811,1159,-436,2729,-2380,1032,000.0,Grazing
367,7834,-13491,661,800,-456,-818,-582,-166,000.0,Grazing
-2598,8801,-12596,823,1348,-422,-4417,5937,1392,000.0,Grazing
-4775,11745,-13925,934,1182,-276,-2352,2150,4118,000.0,Grazing
-4692,8685,-13383,514,1009,-610,-75,-3019,1663,000.0,Grazing
377,4600,-15028,504,530,-362,-2952,1267,2254,003.2,Walking
2411,10439,-14199,-652,195,-650,-9769,-686,2936,003.0,Walking
3015,10855,-16327,599,648,-367,3062,-9905,3000,002.9,Walking
297,10100,-17935,452,568,-471,2635,-5223,-2748,002.8,Walking
2736,9576,-13346,627,795,-422,-1461,-5028,-1102,003.3,Walking
3093,5583,-11437,563,509,-299,-804,-6468,-120,003.7,Walking
2209,5378,-12410,275,218,-468,-2473,-11999,-7902,003.1,Walking
-164,7206,-12426,286,288,-525,-242,-5830,-2163,002.8,Walking
3603,4399,-13076,59,474,-786,-1500,-532,3180,002.6,Walking
173,8789,-15237,260,270,-527,-2645,-3881,-10466,002.7,Walking
3854,7154,-13420,833,814,-56,275,-234,-45,000.0,Standing-Resting
3906,6862,-13438,858,823,-45,264,-465,123,000.0,Standing-Resting
3684,6754,-13494,1043,1133,118,757,661,-2659,000.0,Standing-Resting
3595,7180,-13415,1111,1268,210,233,-394,330,000.0,Standing-Resting
3836,6967,-13336,1068,1165,158,-245,-1386,1898,000.0,Standing-Resting
3859,7286,-13283,889,892,-26,329,-545,188,000.0,Standing-Resting
3892,7337,-13231,887,882,-26,178,-355,163,000.0,Standing-Resting
3875,7378,-13169,924,942,7,292,-88,-944,000.0,Standing-Resting
1479,7757,-13861,1066,1345,65,-329,-645,311,000.0,Standing-Resting
1555,7541,-13610,938,1110,-88,49,-408,218,000.0,Standing-Resting
1683,7435,-13593,936,1091,-87,234,-473,293,000.0,Standing-Resting
-4917,7641,-12680,220,689,-527,143,-72,1875,000.0,Grazing
-4102,5309,-13579,836,2044,-85,452,-685,173,000.0,Grazing
3450,6780,-13746,1115,1308,201,254,-503,170,000.0,Standing-Resting
3574,6699,-13596,1152,1494,286,602,-1244,1875,000.0,Standing-Resting
-9477,10390,-12297,-835,255,-362,-19133,-17482,18836,000.0,Standing-Resting
2278,6199,-14094,146,403,-352,181,-552,445,000.0,Standing-Resting
3884,8069,-13047,923,899,-78,185,-422,100,000.0,Standing-Resting
1871,5080,-14527,-1036,475,-500,689,1070,-760,000.0,Standing-Resting
3818,8136,-12808,928,915,-81,-76,-370,249,000.0,Standing-Resting
3145,8839,-12542,1172,1502,230,749,1156,-1989,000.0,Standing-Resting
3608,7926,-13168,1186,1640,336,701,-604,59,000.0,Standing-Resting
1959,8655,-12587,1008,2176,543,4399,4372,-9121,000.0,Standing-Resting
3567,7637,-13027,1065,1118,62,-106,-326,-105,000.0,Standing-Resting
3938,7742,-12572,1176,1416,214,781,-637,-282,000.0,Standing-Resting
3218,9060,-12565,1106,2054,540,823,995,-3118,000.0,Standing-Resting
-943,6816,-14462,242,2667,594,292,730,-1591,000.0,Standing-Resting
3805,8293,-12777,808,798,-180,190,-542,175,000.0,Standing-Resting
4494,8686,-12039,1014,959,40,-596,-1264,559,000.0,Standing-Resting
4681,9213,-11961,1098,1081,139,1313,7,-1157,000.0,Standing-Resting
5495,8316,-12175,1086,1058,153,-325,-677,816,000.0,Standing-Resting
2731,7983,-13220,745,782,-257,9,-407,340,000.0,Standing-Resting
2958,7944,-13128,763,778,-235,109,-574,283,000.0,Standing-Resting
2913,8027,-13076,758,772,-238,180,-420,211,000.0,Standing-Resting
2880,7534,-13397,560,597,-318,205,-717,680,000.0,Standing-Resting
2995,7716,-13237,550,611,-327,217,-422,74,000.0,Standing-Resting
5313,8797,-11883,1167,1255,270,278,-511,290,000.0,Standing-Resting
3691,8791,-12451,1086,1175,65,242,-505,284,000.0,Standing-Resting
3808,8667,-12482,1091,1184,84,474,-516,279,000.0,Standing-Resting
3845,8902,-12368,1101,1190,92,-63,-354,-20,000.0,Standing-Resting
3971,8757,-12551,1093,1166,71,221,-463,361,000.0,Standing-Resting
3978,7703,-14863,666,823,-380,-7038,1602,-697,002.7,Walking
2445,12086,-14897,658,699,-318,6677,-10339,-5485,002.7,Walking
2565,10533,-11017,753,737,-238,226,-8452,-2692,003.2,Walking
-298,9865,-16305,596,945,-487,2046,-8234,2084,002.6,Walking
7983,7451,-11411,-970,1243,-700,204,-504,188,000.0,Standing-Resting
4322,7920,-12987,-1323,1614,-303,-506,-658,-554,000.0,Standing-Resting
4258,8172,-12743,-1349,1508,-322,410,-1214,994,000.0,Standing-Resting
2269,9808,-11334,-1394,1542,-257,-1600,547,-3182,000.0,Standing-Resting
7647,5577,-11714,-994,1316,-680,3774,2980,-4259,000.0,Standing-Resting
8306,7798,-11030,-327,584,-749,189,-661,249,000.0,Standing-Resting
7432,6714,-12104,-1066,1303,-630,322,-509,383,000.0,Standing-Resting
7485,6383,-12164,-1060,1326,-630,14,-634,429,000.0,Standing-Resting
4208,8595,-13135,-934,2076,-57,-1063,-1101,-1642,001.9,Walking
4521,7327,-12857,-644,2250,-56,500,-1498,78,000.0,Standing-Resting
1112,4538,-14453,-882,2096,-158,2337,-3991,1592,002.2,Walking
3401,8213,-14397,-1112,1899,-177,-7210,1852,1720,002.3,Walking
5062,9630,-13114,-834,2115,-130,2573,-3826,-1110,002.1,Walking
5137,8041,-12652,-1210,1388,-686,330,-589,74,000.0,Standing-Ruminating
1830,8895,-12989,-1106,1840,-297,-1238,-2385,2200,000.0,Standing-Ruminating
4291,6924,-12895,-636,2254,-43,2409,-1015,1762,000.0,Standing-Ruminating
3765,7476,-13223,-659,2239,-11,251,64,-659,000.0,Standing-Ruminating
1668,6376,-14215,-56,2416,94,-1474,497,-2183,000.0,Standing-Ruminating
4373,7427,-13085,662,303,-611,75,-314,-1,000.0,Standing-Ruminating
4137,7655,-12871,887,530,-513,133,17,161,000.0,Standing-Ruminating
5256,7480,-12103,627,276,-628,1136,-2391,5673,000.0,Standing-Ruminating
2695,9481,-12347,735,473,-684,-372,-44,480,000.0,Standing-Ruminating
4141,8207,-12693,842,498,-564,26,-500,-22,000.0,Standing-Ruminating
4568,8014,-12736,879,535,-535,278,-574,295,000.0,Standing-Ruminating
4252,8200,-12649,806,459,-588,18,-537,29,000.0,Standing-Ruminating
4176,8479,-12691,836,497,-556,185,-329,249,000.0,Standing-Ruminating
3611,8212,-12848,987,704,-492,221,57,-363,000.0,Standing-Ruminating
4529,8283,-12526,1035,664,-389,370,-648,711,000.0,Standing-Ruminating
3685,8017,-12909,968,652,-487,-134,-581,186,000.0,Standing-Ruminating
1606,9570,-15017,882,543,-537,2629,-1523,-980,000.0,Standing-Ruminating
3539,7483,-13320,588,340,-722,301,-671,620,000.0,Standing-Ruminating
3346,8319,-13719,1039,718,-420,-148,-1760,2406,000.0,Standing-Ruminating
3997,7956,-13081,839,510,-561,25,-314,2,000.0,Standing-Ruminating
4725,8556,-12133,1079,709,-316,272,496,-1305,000.0,Standing-Ruminating
6710,8390,-12188,1201,851,-69,346,356,-333,000.0,Standing-Ruminating
2228,9617,-9055,296,2423,106,-1866,-7024,3411,002.1,Walking
2426,9874,-12923,-210,2418,254,3425,-221,-1933,002.7,Walking
3968,8106,-13075,-937,2006,-215,592,-624,409,000.0,Standing-Ruminating
4570,8484,-12271,-933,2011,-208,17,-258,275,000.0,Standing-Ruminating
2277,7283,-14241,-822,2129,-161,-3450,4879,-1183,002.3,Walking
1158,5903,-13199,-756,2184,-40,3212,-1924,928,002.4,Walking
1969,3627,-13329,-36,2410,32,4018,7436,-9531,002.6,Walking
4428,4998,-13629,-740,2212,114,-4851,-146,3994,002.8,Walking
2107,2516,-13006,-866,2124,284,5001,4113,5085,002.9,Walking
1109,4933,-14764,-1282,2051,239,5464,3126,513,001.9,Walking
3144,8023,-14404,-985,2296,337,10707,1848,3208,002.3,Walking
3308,2685,-14510,229,2682,759,1559,-8522,1634,003.0,Walking
5175,8551,-12319,-239,342,-698,-261,-895,217,000.0,Standing-Resting
4985,8312,-12199,231,403,-553,274,-1106,1353,000.0,Standing-Resting
5502,7578,-12675,-297,363,-712,81,-507,315,000.0,Standing-Resting
5147,5929,-13291,-299,361,-715,805,-585,-749,000.0,Standing-Resting
-7550,-8361,11406,108,1639,1508,-1262,538,1625,000.0,Grazing
-10170,-9694,8805,-72,1537,1552,3356,1769,1703,000.0,Grazing
-3416,4119,-12621,-809,2417,572,4080,-4498,2987,002.1,Grazing
-1205,6492,-13327,-1062,2246,458,-927,-3235,490,000.0,Grazing
-10971,3249,-17083,-1290,1830,603,-1635,6106,675,000.0,Grazing
-2276,7036,-12265,-1399,1883,450,243,-266,1167,000.0,Grazing
4649,8067,-13134,932,868,-123,-1803,-2486,3502,000.0,Standing-Resting
4238,8236,-12580,630,598,-301,236,-442,308,000.0,Standing-Resting
4035,8789,-12346,556,610,-387,-234,-394,780,000.0,Standing-Resting
4666,8739,-12207,565,564,-359,182,-301,495,000.0,Standing-Resting
8985,8349,-11178,901,596,64,-1030,-2171,2371,000.0,Standing-Resting
8069,7782,-11168,492,414,-300,318,-389,-42,000.0,Standing-Resting
7838,6332,-11572,390,372,-408,-1675,-2833,3102,000.0,Standing-Resting
3419,4752,-14344,-1138,621,-511,1171,56,-3540,000.0,Standing-Resting
1676,11031,-14596,559,733,-471,-1028,2465,-307,000.0,Standing-Resting
6216,8283,-11943,660,549,-245,325,-355,201,000.0,Standing-Resting
5462,8382,-12331,342,427,-419,-988,-2121,826,000.0,Standing-Resting
5527,7790,-12468,267,408,-458,344,-404,305,000.0,Standing-Resting
5557,7841,-12318,291,413,-434,333,-367,268,000.0,Standing-Resting
5617,4743,-12882,691,485,-169,-694,-3683,3518,000.0,Standing-Resting
8403,8304,-10541,1266,1487,780,758,474,-848,000.0,Standing-Resting
8176,8570,-10805,1270,1407,728,-291,-1433,1675,000.0,Standing-Resting
8415,8312,-10613,1236,1130,550,562,-168,524,000.0,Standing-Resting
6857,8450,-11405,1253,1208,439,163,-2342,-1393,000.0,Standing-Resting
5578,8579,-12041,1159,1032,167,88,-626,-442,000.0,Standing-Resting
7498,8068,-11467,892,624,-8,446,-142,302,000.0,Standing-Resting
8546,7264,-11357,857,534,56,-1123,-1048,-1151,000.0,Standing-Resting
4097,8511,-12425,330,483,-503,226,-468,291,000.0,Standing-Resting
3931,8470,-12420,337,479,-499,116,-459,314,000.0,Standing-Resting
4916,8034,-12664,-358,452,-633,187,-366,238,000.0,Standing-Resting
4474,8529,-12138,-184,493,-625,858,-31,-2108,000.0,Standing-Resting
187,11225,-12478,646,812,-403,-850,-3025,784,000.0,Standing-Resting
-10883,5719,-17488,-1109,246,-217,-3401,1293,3362,000.0,Grazing
-9795,5225,-14176,-1484,1633,709,1591,-3669,507,000.0,Grazing
-6309,8570,-15089,-1210,2017,550,3312,-3866,-270,000.0,Grazing
-5294,4018,-12211,-1609,1312,337,-2247,1738,-145,000.0,Grazing
993,6166,-14985,-1123,534,-524,-3350,-1700,367,000.0,Grazing
-185,10720,-16545,-1267,879,-490,-1816,2004,6158,000.0,Grazing
-4890,4436,-16986,-1206,656,-477,-486,60,-8398,000.0,Grazing
-3844,6710,-13632,-1321,581,-366,1472,1059,1553,000.0,Grazing
-2848,2614,-12757,-1651,1021,277,-1768,-2214,3188,000.0,Grazing
-5062,5893,-14515,-1607,1094,134,-700,225,-1133,000.0,Grazing
-1460,7599,-17260,-1335,1851,376,-1707,3131,504,000.0,Grazing
-380,7157,-18151,-1499,1553,249,3215,-682,5098,000.0,Grazing
-3320,8958,-11882,-1579,981,-13,-758,502,-2945,000.0,Grazing
-667,6079,-17969,-1340,554,-342,5256,-911,7056,000.0,Grazing
-6694,5617,-16517,-1531,991,-131,306,-2928,-725,000.0,Grazing
-3198,8436,-14788,-1539,1244,-35,-1533,52,-3554,000.0,Grazing
-2674,8289,-14611,-1100,2109,620,8816,-5699,12382,000.0,Grazing
-6140,9861,-10934,-1179,2042,628,-602,-1671,-936,000.0,Grazing
-1645,5310,-14271,-674,2414,382,-501,449,-183,000.0,Grazing
467,7916,-12329,-1493,1312,-94,2749,2590,3067,000.0,Grazing
1284,7668,-19635,-1323,1846,206,-2693,7537,-124,000.0,Grazing
-1867,2973,-15584,-868,2297,414,1313,-2459,-2211,000.0,Grazing
-501,276,-13772,-1070,2138,517,5643,-4184,-3025,000.0,Grazing
-2359,8455,-12632,-14,2567,234,-3566,126,-113,000.0,Grazing
582,8185,-14232,-445,2516,310,1754,768,564,000.0,Grazing
2049,8155,-11213,-1417,1456,-136,2129,6125,-8288,000.0,Grazing
-6103,3854,-19023,-1461,1328,-160,735,-5144,-1604,000.0,Grazing
-1680,3198,-11647,483,2444,18,-5631,-546,-2310,000.0,Grazing
-21762,20171,-3771,217,2604,384,-9922,-261,-3668,000.0,Grazing
-5778,5520,-15097,363,2506,95,-1863,1062,11054,000.0,Grazing
1006,6055,-13387,-526,2466,203,-1736,-924,-1220,000.0,Grazing
-6519,10853,-12546,421,2493,147,1668,-1503,1645,000.0,Grazing
-7361,5768,-14096,302,2542,199,4398,-1548,901,000.0,Grazing
-2182,8334,-11335,-572,286,-576,761,-8160,-2031,000.0,Grazing
1574,8898,-14786,42,392,-571,-115,-5431,-3454,000.0,Grazing
-274,3396,-14050,1153,1652,132,-15814,-15528,12392,000.0,Grazing
-4821,9091,-12560,575,809,-500,-4406,1968,-4836,000.0,Grazing
283,8796,-14320,564,812,-506,-1596,1982,-1492,000.0,Grazing
-4307,8923,-13322,947,1070,-233,3566,-5764,-877,000.0,Grazing
